"Name","Year","file","Organization_type","Size","Sector","Sec_SASB","Country","Region","OECD","english_non_english"
"Resolute Forest Products",2012,"ResoluteForestProducts_2012","Private company","Large","Forest and Paper Products","Renewable Resources & Alternative Energy","Canada","Northern America","No","english"
"Resona",2012,"Resona_2012","Private company","MNE","Financial Services","Financials","Japan","Asia",NA,"english"
"Reunert",2012,"Reunert_2012","Private company","Large","Equipment","Resource Transformation","South Africa","Africa","No","english"
"Rezidor Hotel Group",2012,"RezidorHotelGroup_2012","Private company","Large","Tourism/Leisure","Tourism/Leisure","Belgium","Europe","No","non-english"
"Ricoh",2012,"Ricoh_2012","Private company","MNE","Technology Hardware","Technology and Communications","Japan","Asia",NA,"english"
"Ricoh New Zealand",2012,"RicohNewZealand_2012","Subsidiary","SME","Technology Hardware","Technology and Communications","New Zealand","Oceania","No","english"
"Rieter Holding AG",2012,"RieterHoldingAG_2012","Private company","MNE","Equipment","Resource Transformation","Switzerland","Europe",NA,"english"
"Rinnai",2012,"Rinnai_2012","Private company","MNE","Energy Utilities","Infrastructure","Japan","Asia",NA,"non-english"
"Riso",2012,"Riso_2012","Private company","MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"RNB Retail and Brands",2012,"RNBRetailandBrands_2012","Private company","MNE","Textiles and Apparel","Consumer Goods","Sweden","Europe","No","non-english"
"Robinson",2012,"Robinson_2012","Private company","Large","Retailers","Consumer Goods","Thailand","Asia",NA,"english"
"Rogers Communications",2012,"RogersCommunications_2012","Private company","Large","Telecommunications","Technology and Communications","Canada","Northern America","No","english"
"Rolfes Technology",2012,"RolfesTechnology_2012","Private company","Large","Other","Other","South Africa","Africa","No","english"
"Romradiatoare",2012,"Romradiatoare_2012","State-owned company","SME","Consumer Durables","Consumer Goods","Romania","Europe",NA,"english"
"Roslagens Sparbank",2012,"RoslagensSparbank_2012","Private company","SME","Financial Services","Financials","Sweden","Europe","No","non-english"
"Rostelecom",2012,"Rostelecom_2012","Private company","Large","Telecommunications","Technology and Communications","Russian Federation","Europe","No","non-english"
"Royal Bank of Canada (RBC)",2012,"RoyalBankofCanada(RBC)_2012","Private company","MNE","Financial Services","Financials","Canada","Northern America","No","english"
"RS Pcl.",2012,"RSPcl._2012","Private company","Large","Media","Technology and Communications","Thailand","Asia","No","non-english"
"RWE",2012,"RWE_2012","Private company","Large","Energy Utilities","Infrastructure","Germany","Europe","Yes","english"
"S Group",2012,"SGroup_2012","Cooperative","MNE","Retailers","Consumer Goods","Finland","Europe",NA,"english"
"Sable",2012,"Sable_2012","Private company","Large","Real Estate","Infrastructure","South Africa","Africa","No","english"
"Sacoil",2012,"Sacoil_2012","Private company","SME","Energy","Extractives and Minerals Processing","South Africa","Africa","No","english"
"Sacyr Vallehermoso",2012,"SacyrVallehermoso_2012","Private company","Large","Construction","Infrastructure","Spain","Europe","No","non-english"
"Sakari Resources",2012,"SakariResources_2012","Private company","MNE","Mining","Extractives and Minerals Processing","Singapore","Asia","No","english"
"San-Ai Oil",2012,"San-AiOil_2012","Subsidiary","Large","Other","Other","Japan","Asia",NA,"non-english"
"Sanden Corporation",2012,"SandenCorporation_2012","Private company","MNE","Equipment","Resource Transformation","Japan","Asia",NA,"non-english"
"SANEST",2012,"SANEST_2012","State-owned company","SME","Water Utilities","Infrastructure","Portugal","Europe","No","non-english"
"Sanken Electric",2012,"SankenElectric_2012","Private company","MNE","Other","Other","Japan","Asia","No","non-english"
"Sanlam",2012,"Sanlam_2012","Private company","Large","Financial Services","Financials","South Africa","Africa","No","non-english"
"Sansiri",2012,"Sansiri_2012","Private company","Large","Real Estate","Infrastructure","Thailand","Asia","No","english"
"Santam",2012,"Santam_2012","Private company","Large","Financial Services","Financials","South Africa","Africa","No","english"
"Santander - Brasil",2012,"Santander-Brasil_2012","Private company","Large","Financial Services","Financials","Brazil","Latin America & the Caribbean",NA,"non-english"
"Sanyang Motor Co., Ltd.",2012,"SanyangMotorCo.,Ltd._2012","Private company","Large","Automotive","Transportation","Taiwan","Asia","No","non-english"
"Sao Viet Joint Stock Company",2012,"SaoVietJointStockCompany_2012","Private company","SME","Consumer Durables","Consumer Goods","Viet Nam","Asia","No","english"
"Sappi Group",2012,"SappiGroup_2012","Private company","Large","Forest and Paper Products","Renewable Resources & Alternative Energy","South Africa","Africa","Yes","english"
"Sapporo Holdings",2012,"SapporoHoldings_2012","Private company","MNE","Food and Beverage Products","Food and Beverage","Japan","Asia",NA,"non-english"
"Saunders Construction",2012,"SaundersConstruction_2012","Private company","SME","Construction","Infrastructure","United States of America","Northern America",NA,"english"
"SAVIA PERU",2012,"SAVIAPERU_2012","Private company","Large","Other","Other","Peru","Latin America & the Caribbean","No","non-english"
"Sawafuji",2012,"Sawafuji_2012","Private company","Large","Equipment","Resource Transformation","Japan","Asia",NA,"non-english"
"Sberbank",2012,"Sberbank_2012","State-owned company","Large","Financial Services","Financials","Russian Federation","Europe","No","english"
"Schirnhofer Feinkost",2012,"SchirnhoferFeinkost_2012","Private company","Large","Food and Beverage Products","Food and Beverage","Austria","Europe","No","non-english"
"Schneider Electric",2012,"SchneiderElectric_2012","Private company","MNE","Equipment","Resource Transformation","France","Europe","Yes","english"
"Scotiabank",2012,"Scotiabank_2012","Private company","MNE","Financial Services","Financials","Canada","Northern America","No","english"
"Scotiabank Mexico",2012,"ScotiabankMexico_2012","Private company","Large","Financial Services","Financials","Mexico","Latin America & the Caribbean",NA,"non-english"
"SCSK",2012,"SCSK_2012","Subsidiary","MNE","Other","Other","Japan","Asia",NA,"english"
"Seagate Technology",2012,"SeagateTechnology_2012","Private company","MNE","Technology Hardware","Technology and Communications","United States of America","Northern America","Yes","english"
"Secom",2012,"Secom_2012","Private company","MNE","Commercial Services","Financials","Japan","Asia",NA,"non-english"
"Sega Sammy Holdings",2012,"SegaSammyHoldings_2012","Private company","Large","Other","Other","Japan","Asia",NA,"english"
"SegurCaixa Adeslas",2012,"SegurCaixaAdeslas_2012","Private company","Large","Financial Services","Financials","Spain","Europe","No","non-english"
"Seiko",2012,"Seiko_2012","Private company","MNE","Conglomerates","Conglomerates","Japan","Asia",NA,"non-english"
"Sekisui Chemical",2012,"SekisuiChemical_2012","Private company","MNE","Chemicals","Resource Transformation","Japan","Asia","No","english"
"Sekisui House",2012,"SekisuiHouse_2012","Private company","Large","Real Estate","Infrastructure","Japan","Asia",NA,"english"
"SENSHUKAI",2012,"SENSHUKAI_2012","Private company","Large","Retailers","Consumer Goods","Japan","Asia",NA,"non-english"
"Senwes",2012,"Senwes_2012","State-owned company","Large","Agriculture","Food and Beverage","South Africa","Africa","No","english"
"Sephaku Holdings",2012,"SephakuHoldings_2012","Private company","Large","Mining","Extractives and Minerals Processing","South Africa","Africa","No","english"
"SEPTA",2012,"SEPTA_2012","Private company","Large","Railroad","Infrastructure","United States of America","Northern America",NA,"english"
"Seventh Generation",2012,"SeventhGeneration_2012","Private company","SME","Household and Personal Products","Consumer Goods","United States of America","Northern America","No","english"
"Severstal-Group",2012,"Severstal-Group_2012","Private company","Large","Metals Products","Extractives and Minerals Processing","Russian Federation","Europe","No","english"
"SHANGHAI HIGHLY",2012,"SHANGHAIHIGHLY_2012","State-owned company","Large","Other","Other","Mainland China","Asia",NA,"non-english"
"Shanghai Industrial Development",2012,"ShanghaiIndustrialDevelopment_2012","Private company","Large","Real Estate","Infrastructure","Mainland China","Asia",NA,"non-english"
"Shanghai International Port",2012,"ShanghaiInternationalPort_2012","Private company","Large","Logistics","Transportation","Mainland China","Asia","No","non-english"
"Shikoku Electric Power",2012,"ShikokuElectricPower_2012","Private company","Large","Energy Utilities","Infrastructure","Japan","Asia",NA,"non-english"
"Shimizu",2012,"Shimizu_2012","Private company","MNE","Construction","Infrastructure","Japan","Asia",NA,"english"
"Shin-Etsu Chemical",2012,"Shin-EtsuChemical_2012","Private company","Large","Chemicals","Resource Transformation","Japan","Asia","No","english"
"Shin-Etsu Polymer",2012,"Shin-EtsuPolymer_2012","Private company","Large","Chemicals","Resource Transformation","Japan","Asia",NA,"english"
"Showa Sangyo",2012,"ShowaSangyo_2012","Subsidiary","Large","Food and Beverage Products","Food and Beverage","Japan","Asia",NA,"non-english"
"Showa Shell Sekiyu",2012,"ShowaShellSekiyu_2012","Private company","Large","Energy","Extractives and Minerals Processing","Japan","Asia",NA,"english"
"Shree Cement Limited",2012,"ShreeCementLimited_2012","Private company","Large","Construction Materials","Extractives and Minerals Processing","India","Asia","No","english"
"Siemens Argentina",2012,"SiemensArgentina_2012","Subsidiary","MNE","Energy Utilities","Infrastructure","Argentina","Latin America & the Caribbean","No","non-english"
"Siemens Gamesa Renewable Energy",2012,"SiemensGamesaRenewableEnergy_2012","Private company","Large","Energy","Extractives and Minerals Processing","Spain","Europe","No","english"
"Siloso Beach Resort, Sentosa",2012,"SilosoBeachResort,Sentosa_2012","Private company","SME","Tourism/Leisure","Tourism/Leisure","Singapore","Asia","No","english"
"SIMARSUL",2012,"SIMARSUL_2012","Subsidiary","SME","Water Utilities","Infrastructure","Portugal","Europe","No","non-english"
"Simtejo",2012,"Simtejo_2012","Subsidiary","SME","Water Utilities","Infrastructure","Portugal","Europe","No","non-english"
"Singapore Airlines Limited",2012,"SingaporeAirlinesLimited_2012","Subsidiary","Large","Aviation","Transportation","Singapore","Asia","No","non-english"
"SingTel - Singapore Telecommunications Limited",2012,"SingTel-SingaporeTelecommunicationsLimited_2012","Private company","Large","Telecommunications","Technology and Communications","Singapore","Asia","No","english"
"SingTel Optus",2012,"SingTelOptus_2012","Subsidiary","Large","Telecommunications","Technology and Communications","Australia","Oceania","Yes","english"
"Sino Group",2012,"SinoGroup_2012","Private company","MNE","Real Estate","Infrastructure","Hong Kong","Asia","No","english"
"Sino-Ocean Land",2012,"Sino-OceanLand_2012","State-owned company","Large","Real Estate","Infrastructure","Mainland China","Asia","No","english"
"Sinopec (China Petroleum & Chemical Corporation)",2012,"Sinopec(ChinaPetroleum&ChemicalCorporation)_2012","State-owned company","Large","Energy","Extractives and Minerals Processing","Mainland China","Asia","No","english"
"Sinotrans & CSC Holdings Co. Ltd.",2012,"Sinotrans&CSCHoldingsCo.Ltd._2012","State-owned company","Large","Logistics","Transportation","Mainland China","Asia","No","non-english"
"Sirtec International",2012,"SirtecInternational_2012","Private company","Large","Computers","Technology and Communications","Taiwan","Asia",NA,"non-english"
"Sistema Federação das Indústrias do Estado do Paraná - FIEP",2012,"SistemaFederaçãodasIndústriasdoEstadodoParaná-FIEP_2012","Non-profit organization","Large","Non-Profit / Services","Non-Profit / Services","Brazil","Latin America & the Caribbean","No","non-english"
"SIVECO ROMANIA SA",2012,"SIVECOROMANIASA_2012","Private company","Large","Other","Other","Romania","Europe","No","non-english"
"SK Chemicals",2012,"SKChemicals_2012","Private company","Large","Chemicals","Resource Transformation","Korea, Republic of","Asia","No","english"
"SKF Group",2012,"SKFGroup_2012","Private company","MNE","Metals Products","Extractives and Minerals Processing","Sweden","Europe","Yes","non-english"
"SKF UK",2012,"SKFUK_2012","Private company","Large","Metals Products","Extractives and Minerals Processing","United Kingdom of Great Britain and Northern Ireland","Europe","Yes","non-english"
